"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Y6FSTKMJ","book","1937","Huygens, Christiaan","Mécanique théorique et physique de 1666 à 1695. Huygens à l'Académie Royale des Sciences","","","","","","","1937","2020-08-31 13:40:24","2020-11-27 09:07:52","","","","","","","","","Oeuvres complètes","19","","","Martinus Nijoff","La Haye","French","","","","","Open WorldCat","","La Haye Martinus Nijoff 1937","","","https://gallica.bnf.fr/ark:/12148/bpt6k77868x","Atom; Gilbert; Lukrez; Materie; Abbildung; Huygens; materia magnetica; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; ONLINE","","Vollgraff, J. A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A3B2WVB8","book","1638","Fludd, Robert","Philosophia moysaica. In qua Sapientia & scientia creationis & creaturarum Sacra veréque Christiana (ut pote cujus basis sive Fundamentum et unicus ille Lapis Angularis Iefus Christus) ad amussim & enucleaté explicatur.","","","","","","","1638","2020-08-31 13:40:24","2020-11-26 14:54:07","","","","","","","","Philosophia moysaica.","","","","","Pieter Rammazeyn","Gouda","Latin","","","","","Open WorldCat","","Excudebat Petrus Rammazenius, Bibliopola. Anno. M.DC.XXXVIII.","","","https://www.e-rara.ch/i3f/v20/13144353/manifest","Physik; Magie; Sympathie; Magnet; Alchemie; Astrologie; Waffensalbe; Paracelsus; Fludd; Abbildung; Botanik; ausgedruckt; Tancke; Sonnenblume; Inklination; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; Z_PRIORITY2; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATQKHWVI","book","1646","Regius, Henricus","Fundamenta physices","","","","","","","1646","2020-08-31 13:40:24","2020-11-27 08:56:37","","","","","","","","Fundamenta physices","","","","","Ludovicum Elzevirium","Amsterdam","Latin","","","","","Open WorldCat","","Amstelodami, Apud Ludovicum Elzevirium. Anno MD C XLVI.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10057885/manifest","Physik; Magnet; Descartes; Abbildung; Regius; Rezeption; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZ2VXZQ5","book","1939","Beeckman, Isaac","Journal tenu par Isaac Beeckman de 1604 à 1634","","","","","","","1939","2020-08-31 13:40:24","2020-11-30 09:54:00","","","","","","","","Journal tenu par Isaac Beeckman","","","","","M. Nijhoff","La Haye","French","","","","","Open WorldCat","","","","","https://www.dbnl.org/tekst/beec002jour00_01/","Physik; Atom; Astrologie; Descartes; Beeckman; Meridian; ausgedruckt; Werkausgabe; radii; ONLINE","","Waard, Cornelis de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5433I929","book","1658","Porta, Giambattista della","Natural magick in XX Bookes","","","","","","","1658","2020-08-31 13:40:24","2020-11-27 09:01:18","","","","","","","","Natural magick","","","","","Thomas Young, Samuel Speed","London","English","","","","","Open WorldCat","","R Gaywood fecit Lond. 1658","","","https://babel.hathitrust.org/cgi/pt?id=gri.ark:/13960/t6g22v06g&view=1up&seq=11","Magie; England; Paracelsus; Gilbert; Übersetzung; Porta; Lapidarium; Claudian; ausgedruckt; Amalfi; Azoren; Kyraniden; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY3; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S9F8EJZJ","book","1591","Porta, Giambattista della","Magiae naturalis libri viginti. Ab ipso quidem authore ante biennium aducti, nunc verò ab infinitis, quibus editio illa scatebat mendis, optimè repurgati: in quibus scientiarum Naturalium divitiae & deliciae demonstrantur. Accessit Index rem omnem dilucide repraesentians, copiosissimus. Librorum ordinem, qui in hoc opere continentur, versa pagina indicabit.","","","","","","","1591","2020-08-31 13:40:24","2020-11-26 14:05:43","","","","","","","","Magia naturalis","","","","","Andreae Wecheli heredes; Claudium Marnium; Johann Aubry","Frankfurt","Latin","","","","","Open WorldCat","","Francofurti Apud Andreae Wecheli heredes, Claudium Marnium, & Iann. Aubrium MDXCL","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11256377/manifest","Magie; Medizin; Waffensalbe; Paracelsus; Porta; ausgedruckt; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY3; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RSLNPR8K","book","1582","Scaliger, Julius Caesar","Exotericarum exercitationum lib. XV. de subtilitate, ad Hieronymum Cardanum.","","","","","","","1582","2020-08-31 13:40:24","2020-11-26 13:55:09","","","","","","","","Exotericarum exercitationum lib. XV.","","","","","Wechel","Frankfurt","Latin","","","","","Open WorldCat","","Francofurti. Apud haeredes Andr. Wecheli M. D. LXXXIL.","","","https://books.google.it/books?id=2kxlIanT1jsC&dq=intitle%3AExotericarum%20exercitationum%20lib.%20XV.%20de%20subtilitate%2C%20ad%20Hieronymum%20Cardanum%201582&hl=it&as_brr=3&source=gbs_book_other_versions","Physik; Vitalismus; Fracastoro; Sympathie; Okkult; Magnet; Scaliger; Cardano; Diamant; Magnetberg; Hochmut; Zielursache; ausgedruckt; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7Y5Q6FT","book","1589","Porta, Giambattista della","Magiae naturalis libri XX. Ab ipso authore expurgati, & superaucti, in quibus scientiarum Naturalium divitiae, & delitiae demonstrantur","","","","","","","1589","2020-08-31 13:40:24","2020-11-26 13:58:05","","","","","","","","Magia naturalis","","","","","Horatium Salvianum","Naples","Latin","","","","","Open WorldCat","","Cum privilegium, Neapoli, Apud Horatium Salvianum. DD. LXXXVIIII","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11198974/manifest","Cabeo; Magie; Technik; Magnet; Alchemie; Quelle; Telegraph; Garzoni; Porta; Polarität; Lapidarium; Maschine; Amulett; Perpetuum mobile; ausgedruckt; Mohammed; Schweben; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY3; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K56JDUJP","book","1651","Gilbert, William","De Mundo nostro Sublunari Philosophia Nova. Opus posthumum, Ab authoris fratre collectum pridem & dispositum, Nunc Ex duobus MSS. codicibus editum. Ex Museio viri perillustris Guilielmi Boswelli Esquitis aurati &c. & Oratoris apud Foederatos Belgas Angli.","","","","","","","1651","2020-08-31 13:40:24","2020-11-27 08:59:08","","","","","","","","De Mundo nostro","","","","","Lodewijk Elzevier","Amsterdam","Latin","","","","","Open WorldCat","","Amsterdami, Apud Ludovicum Elzevirium, MDCLI.","","","https://www.e-rara.ch/i3f/v20/14873527/manifest","Physik; Bewegung; Alchemie; Astrologie; Quelle; Gilbert; Kosmologie; Peregrinus; Abbildung; Meteorologie; Geomagnet; Geologie; Abweichung; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q46FM8DW","book","1629","Cabeo, Niccolò","Philosophia magnetica: in qua magnetis natura penitus explicatur, et omnium quae hoc lapide cernuntur causae propriae afferuntur: nova etiam pyxis construitur, quae propriam poli elevationem, cum suo meridiano, ubique demonstrat.","","","","","","","1629","2020-08-31 13:40:24","2021-01-14 08:09:22","","","","","","","","Philosophia magnetica","","","","","Franciscum Succium","Ferrara","Latin","","","","","Open WorldCat","","Ferraria apud Franciscum Succum superiorum permisu. 1629.","","","https://www.e-rara.ch/i3f/v20/12239543/manifest","Cabeo; Physik; Bewegung; Magie; Technik; Magnet; Waffensalbe; Jesuiten; Quelle; Gilbert; Zensur; Telegraph; Kosmologie; Garzoni; Norman; Abweichung; Perpetuum mobile; Tabelle; ausgedruckt; Erfindung; Inklination; Messwerte; Schweben; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY; TR_IMAGESELECTION; IIIF; ONLINE; TR_HTR checked; TR_LAYOUT tagged","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6MYGN9J","book","1558","Petrus Peregrinus","De Magnete, seu Rota perpetui motus, libellus. Divi Ferdinandi Rhomanorum Imperatoris auspicio, per Achillem P: Gasserum L: nuncprimum promulgatus.","","","","","","","1558","2020-08-31 13:40:24","2021-01-14 08:08:16","","","","","","","","De Magnete","","","","","Philipp Ulhart","Ausburg","","","","","","Open WorldCat","","Ausburgi in svevis. Anno Salutis 1558.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10991601/manifest","Magie; Technik; Magnet; Quelle; Gilbert; Cardano; Kompass; Peregrinus; Gasser; Perpetuum mobile; Amalfi; Erfindung; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY; TR_IMAGESELECTION; IIIF; ONLINE; TR_HTR checked; TR_LAYOUT tagged","","Gasser, Achilles Pirmin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMUYYKED","book","1554","Fracastoro, Gerolamo","De sympathia et antipathia rerum liber unus. De contagione et contagiosis morbis et curatione libri III.","","","","","","","1554","2020-08-31 13:40:24","2020-11-30 11:19:03","","","","","","","","Liber unus, De Sympathia et Antipathia","","","","","Jean de Tournes; Guillame Gazeau","Lyon","Latin","","","","","Open WorldCat","","Lugduni, Apud Ian. Tornaesium et Guil. Gazeium. 1554.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11268441/manifest","Physik; Fracastoro; Medizin; Quelle; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5C7BFMXN","book","1628","Gilbert, William","Tractatus, sive Physiologia nova de magnete, magneticisque corporibus et magno magnete tellure sex libris comprehensus â Guilielmo Gilberto Colcestrenli, Medico londinensi. In quibus ea, qua ad hanc materiam spectant plurimis & argumentis ac experimentis exactissime absolutissimae tractantur et explicantur . Omnia nunc diligenter recognita & emendatius quam ante inlucem edita, aucta & figuris illustrata opera & studio Wolfgangi Lochmane / I.U.D. & Mathemati. Ad calcem libri adjunctus est Index Capitum rerum es Verborum locupletissimus","","","","","","","1628","2020-08-31 13:40:30","2020-11-26 14:47:57","","","","","","","","Tractatus, sive Physiologia nova","","","","","Georg Götzke","Stettin","Latin","","","","","Open WorldCat","","Excusus Sedini Typis Götziamis Sumptibus Ioh Hallervordis. Anno M.DC.XXVIII.","","; ","http://diglib.hab.de/drucke/nc-4f-46/start.htm; http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ18031210X","sphaera activitatis; Physik; Magnet; Quelle; Gilbert; Marginalien; Abweichung; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KF73MRKH","book","1659","Fludd, Robert","Mosaicall philosophy grounded upon the essentiall truth, or eternal sapience: written first in Latin and afterwards thus rendred into English.","","","","","","Fludd","1659","2020-08-31 13:40:30","2020-11-27 09:01:27","","","","","","","","","","","","","Humphrey Moseley","London","English","","","","","Open WorldCat","","London, Printed Humpbrey Moseley, at the Prince's Armes in St. Paul's Church-yard. 1659.","","","https://search.proquest.com/docview/2240948209/fulltextPDF/D637221F88584C2BPQ/1?accountid=104321","Waffensalbe; Quelle; Fludd; Übersetzung; Tancke; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","Fludd, Robert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AAUUGEYW","book","1631","Le Telier, Jean","Voyage faict aux Indes orientalles par Jean Le Telier natif de Dieppe, reduict par luy en tables pour enseigner à trouver par la variation de l'aymant la longitude és dictes Indes & en quelques autres endroicts du Monde aussy asseurement comme on faict la latitude par la hauteur du soleil & des estoiles: avec plusieurs autres utilitez que l'on reçoit par la cognoissance de la variation de l'aymant, pour le soulagement des navigateurs","","","","","","","1631","2020-09-08 06:59:30","2020-11-26 14:50:06","","","","","","","","Voyage faict aux Indes orientalles","","","","","Nicolas Acher","Dieppe","French","","","","","Open WorldCat","","A Dieppe, De l'Imprimerie de Nicola Acher, demeurant à la grand rue devant la Fontaine du marché. 1631.","","","https://www.dropbox.com/home/christoph_imagedb/Documents/Le%20Telier%201631%20(Dieppe)%20AAUUGEYW","Navigation; Kompass; Abweichung; Tabelle; DB; addendum; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; LOCAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64HTRKZG","book","1609","Kepler, Johannes","Astronomia Nova Aitiologetos, Seu Physica Coelestis, tradita commentariis De Motibus Stellæ Martis, Ex observationibus G. V. Tychonis Brahe","","","","","","","1609","2020-09-16 11:51:02","2020-11-30 08:30:39","","","","","","","","Astronomia Nova Aitiologetos","","","","","Vögelin","Heidelberg","Latin","","","","","Open WorldCat","","Jussu & sumptibus Rudolphi II. Romanorum imperatoris.  Anno aerae Dionysianae MDCIX.","","; ","https://www.e-rara.ch/i3f/v20/162514/manifest; https://fedora.phaidra.univie.ac.at/fedora/objects/o:192534/methods/bdef:Book/view","Kepler; Kosmologie; Analogie; Geomagnet; Vortex; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D7LCPI6J","book","1647","Boodt, Anselmus de","Gemmarum et lapidum historia: quam olim edidit Anselmus Boetius de Boot.","","","","","","","1647","2020-09-21 11:17:07","2020-11-27 08:56:51","","","","","","","","Gemmarum et lapidum historia","","","","","Ioannis Maire","Leiden","Latin","","","","","Open WorldCat","","Lugduni Batavorum, Ex officina Ioannis Maire. MDC XLVII.","","","https://www.e-rara.ch/i3f/v20/10921675/manifest","Lapidarium; Boodt; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","Tollius, Adrianus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T76UBXBD","book","1648","Saltzmann, Johann Rudolph; Keck, Johann Christian","De lapide herculeo sive magnete, quod disponente uno aeternoque DEO, centrali totius naturae Magnete.","","","","","","","1648","2020-10-23 09:35:02","2020-12-17 11:21:34","","","","","","","","De lapide herculeo sive magnete","","","","","Johannis Andreae heredes","Strasbourg","Latin","","","","","Open WorldCat","","Typis Haeredum Johannis Andreae. MDCXLVIII.","","","https://www.dropbox.com/home/christoph_imagedb/Documents/Saltzmann%2C%20Keck%201648%20(Argentorati)%20T76UBXBD","Magnet; Disputation; DB; addendum; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; TR_IMAGESELECTION; LOCAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DI2AQ2FZ","document","1562","Beccadelli, Ludovico","De Magnete","","","","","","","1562","2020-10-23 09:36:06","2020-11-26 11:49:12","","","","","","","","","","","","","","","Latin","","","Parma","Ms. Pal. 1033-26","","","","","","","Fracastoro; Magie; Magnet; Astrologie; Mss; Lapidarium; Agricola; Marbodaeus; Evax; DB; TR_LAYOUT; TR_ONTR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SN74HCEW","document","1527","Pérez de Oliva, Fernán","De magnete liber unus","","","","","","","1527","2020-10-23 09:57:06","2020-11-26 11:24:54","","","","","","","","","","","","","","","","","","El Escorial, Real Biblioteca de San Lorenzo, D. II. 5., fols. 80v–81v; &. III. 8., fols. 297r–298v","","","","","","","","Magnet; Mss; Gesetz; Oliva; DB; TR_LAYOUT; TR_ONTR; TR_IMAGESELECTION; LOCAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DE7QK8UK","book","1657","Kepler, Johannes; Morin, Jean-Baptiste","Tabulae Rudolphinae, Ad Meridianum Vraniburgi supputatae A joanne Baptista Morino Doctore Medico, et regio parisiis Mathematum Professore, ad accuratum et facile compendium redactae.","","","","","","","1657","2020-10-29 15:42:13","2020-11-27 09:00:47","","","","","","","","Tabulae Rudolphinae.","","","","","Petrum Menard","Paris","Latin","","","","","","","Parisiis, Apud Petrum Menard, via Veteris Enodationis, iuxta terminum Pontis D. Michaelis, sub signo Boni Pastoris. M.DC.LVII.","","","https://gallica.bnf.fr/ark:/12148/bpt6k3172804/f11.item#","Kepler; Kosmologie; DB; Z_METADATA; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWEB8N5N","book","1650","Kepler, Johannes; Morin, Jean-Baptiste","Tabulae Rudolphinae ad Meridianum Uraniburgi supputatae ad accuratum et facile compendium redactae.","","","","","","","1650","2020-10-29 15:39:25","2020-11-27 08:58:38","","","","","","","","Tabulae Rudolphinae ad Meridianum","","","","","Le Brun","Paris","Latin","","","","","","","Parisiis, apud Le Brun, 1650.","","","https://www.e-rara.ch/i3f/v20/673895/manifest","Kepler; Kosmologie; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PPTC9CV","book","1627","Kepler, Johannes","Tabulae Rudolphinae, quibus astronomicae scientiae, temporum longinquitate collapsae restauratio continetur; a Phoenice illo astronomorum Tychone, ex illustri & generosa Braheorum in regno Daniae familia oriundo equite, primum animo concepta et destinata anno Christi MDLXIV ... tracta per annos XXV, ... : tandem traducta in Germaniam, in que aulam et nomen Rudolphi Imp. anno MDIIC. Tabulas ipsas, iam et nuncupatas, et affectas, sed morte authoris sui anno MDCI desertas, iussu et stipendiis fretus trium Imppp. Rudolphi, Matthiae, Ferdinandi, annitentibus haeredibus Braheanis; ex fundamentis observationum relictarum ... continuis multorum annorum speculationibus & computationibus, primum Pragae Bohemorum continuavit; deinde Lincii ... subsidiis etiam ill. provincialium adiutus, perfecit, absolvit, adque causarum & calculi perennis formulam traduxit Joannes Keplerus, Tychoni primum a Rudolpho II. Imp. adiunctus calculi minister ; indeque trium ordine Imppp. Mathematicus ...","","","","","","","1627","2020-10-29 15:38:42","2020-12-17 11:20:15","","","","","","","","Tabulae Rudolphinae","","","","","Jonas Saur","Ulm","Latin","","","","","","","Cum Privilegiis, Imp. & Regum Rerumque publ. vivo Tychoni eiusque Haeredibus , & speciali Imperatorio, Ipsi Keplero concesso, ad Annos XXX. Ulmae, Anno M.DC.XXVII.","","","https://www.e-rara.ch/i3f/v20/2449790/manifest","Kepler; Kosmologie; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CGX8QCZP","book","1635","Kepler, Johannes","Epitome Astronomiae Copernicanae.","","","","","","","1635","2020-10-29 15:29:19","2020-12-17 11:20:39","","","","","","","","Epitome Astronomiae Copernicanae","","","","","Joannis Godefridus Schönwetterus; Joan. Fridericus Weissius","Frankfurt","Latin","","","","","","","Francofurti, imprensis Joannis Godefridi Schönwetteri excudebat Joan. Fridericus Weissius. Anno MDCXXXV.","","","https://books.google.it/books?id=zghSAAAAcAAJ&dq=intitle%3AEpitome%20Astronomiae%20Copernicanae%201635&hl=it&as_brr=3&source=gbs_similarbooks","Kepler; Kosmologie; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q5IQXG54","book","1622","Kepler, Johannes","Epitomes Astronomiae Copernicanae. Usitata forma Quaestionum & Responsinum conscriptae, Liber Quartus, Doctrine Theoricae Primus Quo Physica Coelestis, Hoc est, omnium in coelo magnitudinum, motum, proportionumque causae vel Naturales vel Archetypicae explicantiur, et sic Principia Doctrinae Theoricae demonstrantur.  Qui Quoduice supplementi librorum Aristotelii de Caelo esses, certe consilio seorsim est editum.","","","","","","","1622","2020-10-29 15:28:19","2020-12-17 11:20:00","","","","","","","","Epitomes Astronomiae Copernicanae.","","","","","Godefridi Tampachii","Lentiis ad Danubium","Latin","","","","","","","Lentiis ad Danubium, impensis Godefridi Tampachii excudebat Iohannes Plancus. Anno M. DC. XXII.","","","https://books.google.it/books?id=sQNuGeEkWU0C&dq=intitle:Epitomes+Astronomiae+Copernicanae+1622&as_brr=3&redir_esc=y&hl=it","Kepler; Kosmologie; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
